ocel_source_id;ocel_target_id;ocel_qualifier;ocel_time
tr17;Pcp81;Dropped truck from pickup plan;2024-05-06 06:54:09
tr27;Pcp190;Dropped truck from pickup plan;2024-05-06 06:55:17
tr31;Pcp105;Dropped truck from pickup plan;2024-05-06 06:59:44
tr45;Pcp146;Dropped truck from pickup plan;2024-05-06 07:02:52
tr18;Pcp110;Dropped truck from pickup plan;2024-05-06 07:08:23
tr14;Pcp404;Dropped truck from pickup plan;2024-05-06 07:10:52
tr42;Pcp440;Dropped truck from pickup plan;2024-05-06 07:12:57
tr1;Pcp404;Dropped truck from pickup plan;2024-05-06 07:43:41
Pcp102;Cr12;Lodged pickup plan for cargo;2024-05-06 07:58:26
Pcp473;Cr1;Lodged pickup plan for cargo;2024-05-06 08:17:59
Pcp382;Cr3;Lodged pickup plan for cargo;2024-05-06 09:35:48
Pcp380;Cr16;Lodged pickup plan for cargo;2024-05-06 09:41:47
Pcp86;Cr13;Lodged pickup plan for cargo;2024-05-06 11:20:08
tr13;Pcp438;Assigned truck for pickup plan;2024-05-06 12:00:48
tr47;Pcp438;Assigned truck for pickup plan;2024-05-06 12:00:52
tr48;Pcp121;Assigned truck for pickup plan;2024-05-06 12:02:36
tr12;Pcp432;Assigned truck for pickup plan;2024-05-06 12:02:39
tr34;Pcp121;Assigned truck for pickup plan;2024-05-06 12:02:40
tr22;Pcp14;Assigned truck for pickup plan;2024-05-06 12:04:55
tr2;Pcp14;Assigned truck for pickup plan;2024-05-06 12:05:21
tr36;Pcp432;Assigned truck for pickup plan;2024-05-06 12:06:03
tr50;Pcp459;Assigned truck for pickup plan;2024-05-06 12:07:17
tr41;Pcp459;Assigned truck for pickup plan;2024-05-06 12:07:18
tr3;Pcp219;Assigned truck for pickup plan;2024-05-06 12:08:10
Silo8;tr47;Aranged silo for truck;2024-05-06 12:11:46
tr47;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:13:59
Silo8;tr48;Aranged silo for truck;2024-05-06 12:14:09
tr48;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:16:35
Silo8;tr34;Aranged silo for truck;2024-05-06 12:17:45
Silo8;tr13;Aranged silo for truck;2024-05-06 12:21:23
Silo8;tr50;Aranged silo for truck;2024-05-06 12:24:30
tr34;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:27:11
Silo8;tr2;Aranged silo for truck;2024-05-06 12:27:33
tr50;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:28:45
Silo8;tr41;Aranged silo for truck;2024-05-06 12:30:21
Silo8;tr12;Aranged silo for truck;2024-05-06 12:31:31
tr2;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:31:56
Silo8;tr22;Aranged silo for truck;2024-05-06 12:33:01
Silo8;tr36;Aranged silo for truck;2024-05-06 12:33:23
tr41;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:34:24
Silo8;tr3;Aranged silo for truck;2024-05-06 12:34:56
tr13;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:36:19
tr36;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:36:48
tr3;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:39:13
tr12;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:43:50
tr22;Silo8;Truck determined for continuing pickup at silo;2024-05-06 12:46:40
tr13;Pcp438;Dropped truck from pickup plan;2024-05-06 12:51:11
tr41;Pcp459;Dropped truck from pickup plan;2024-05-06 13:03:02
tr12;Pcp432;Dropped truck from pickup plan;2024-05-06 13:06:06
tr34;Pcp121;Dropped truck from pickup plan;2024-05-06 13:08:17
tr48;Pcp121;Dropped truck from pickup plan;2024-05-06 13:09:43
tr50;Pcp459;Dropped truck from pickup plan;2024-05-06 13:14:12
tr2;Pcp14;Dropped truck from pickup plan;2024-05-06 13:26:04
tr3;Pcp219;Dropped truck from pickup plan;2024-05-06 13:40:16
tr36;Pcp432;Dropped truck from pickup plan;2024-05-06 13:55:11
tr22;Pcp14;Dropped truck from pickup plan;2024-05-06 14:16:07
tr47;Pcp438;Dropped truck from pickup plan;2024-05-06 14:40:31
Pcp236;Cr20;Lodged pickup plan for cargo;2024-05-06 15:26:46
Pcp237;Cr7;Lodged pickup plan for cargo;2024-05-06 15:52:07
Pcp484;Cr6;Lodged pickup plan for cargo;2024-05-06 16:32:19
Pcp344;Cr18;Lodged pickup plan for cargo;2024-05-06 16:42:59
Pcp175;Cr17;Lodged pickup plan for cargo;2024-05-06 18:11:17
Pcp260;Cr12;Lodged pickup plan for cargo;2024-05-06 20:05:45
Pcp485;Cr19;Lodged pickup plan for cargo;2024-05-06 20:46:08
Pcp142;Cr4;Lodged pickup plan for cargo;2024-05-06 23:09:07
Pcp63;Cr16;Lodged pickup plan for cargo;2024-05-07 00:20:41
Pcp172;Cr15;Lodged pickup plan for cargo;2024-05-07 00:23:49
Pcp453;Cr10;Lodged pickup plan for cargo;2024-05-07 02:27:57
Pcp472;Cr6;Lodged pickup plan for cargo;2024-05-07 02:57:19
Pcp138;Cr15;Lodged pickup plan for cargo;2024-05-07 08:27:45
Pcp96;Cr6;Lodged pickup plan for cargo;2024-05-07 10:26:23
Pcp413;Cr7;Lodged pickup plan for cargo;2024-05-07 11:07:00
Pcp457;Cr18;Lodged pickup plan for cargo;2024-05-07 13:42:12
Pcp187;Cr10;Lodged pickup plan for cargo;2024-05-07 17:32:28
Pcp305;Cr15;Lodged pickup plan for cargo;2024-05-07 20:32:26
Pcp257;Cr7;Lodged pickup plan for cargo;2024-05-07 22:22:20
Pcp276;Cr6;Lodged pickup plan for cargo;2024-05-08 00:18:42
Pcp315;Cr4;Lodged pickup plan for cargo;2024-05-08 01:27:18
tr10;Pcp271;Assigned truck for pickup plan;2024-05-08 05:05:12
tr43;Pcp99;Assigned truck for pickup plan;2024-05-08 05:07:32
tr35;Pcp434;Assigned truck for pickup plan;2024-05-08 05:10:01
Silo17;tr10;Aranged silo for truck;2024-05-08 05:14:27
tr10;Silo17;Truck determined for continuing pickup at silo;2024-05-08 05:17:08
Silo15;tr43;Aranged silo for truck;2024-05-08 05:26:42
tr11;Pcp99;Assigned truck for pickup plan;2024-05-08 05:27:29
tr44;Pcp223;Assigned truck for pickup plan;2024-05-08 05:32:25
tr21;Pcp421;Assigned truck for pickup plan;2024-05-08 05:33:19
tr43;Silo15;Truck determined for continuing pickup at silo;2024-05-08 05:37:30
Silo17;tr35;Aranged silo for truck;2024-05-08 05:38:34
tr10;Pcp271;Dropped truck from pickup plan;2024-05-08 05:38:44
tr35;Silo17;Truck determined for continuing pickup at silo;2024-05-08 05:43:29
Silo17;tr21;Aranged silo for truck;2024-05-08 05:47:09
Silo4;tr44;Aranged silo for truck;2024-05-08 05:48:11
tr4;Pcp219;Assigned truck for pickup plan;2024-05-08 05:51:36
tr33;Pcp354;Assigned truck for pickup plan;2024-05-08 05:51:58
tr44;Silo4;Truck determined for continuing pickup at silo;2024-05-08 05:52:12
tr21;Silo17;Truck determined for continuing pickup at silo;2024-05-08 05:52:15
tr5;Pcp194;Assigned truck for pickup plan;2024-05-08 05:55:31
Silo15;tr11;Aranged silo for truck;2024-05-08 05:57:59
tr32;Pcp487;Assigned truck for pickup plan;2024-05-08 06:01:23
tr40;Pcp482;Assigned truck for pickup plan;2024-05-08 06:02:51
tr11;Silo15;Truck determined for continuing pickup at silo;2024-05-08 06:04:35
tr30;Pcp497;Assigned truck for pickup plan;2024-05-08 06:06:59
tr6;Pcp363;Assigned truck for pickup plan;2024-05-08 06:08:43
tr26;Pcp209;Assigned truck for pickup plan;2024-05-08 06:09:19
tr19;Pcp354;Assigned truck for pickup plan;2024-05-08 06:09:34
Silo8;tr4;Aranged silo for truck;2024-05-08 06:09:57
tr23;Pcp434;Assigned truck for pickup plan;2024-05-08 06:11:14
tr4;Silo8;Truck determined for continuing pickup at silo;2024-05-08 06:12:48
Silo17;tr5;Aranged silo for truck;2024-05-08 06:12:56
tr15;Pcp208;Assigned truck for pickup plan;2024-05-08 06:13:28
tr37;Pcp38;Assigned truck for pickup plan;2024-05-08 06:13:33
tr38;Pcp421;Assigned truck for pickup plan;2024-05-08 06:15:24
tr5;Silo17;Truck determined for continuing pickup at silo;2024-05-08 06:16:53
Silo4;tr30;Aranged silo for truck;2024-05-08 06:17:03
tr39;Pcp248;Assigned truck for pickup plan;2024-05-08 06:17:54
tr28;Pcp223;Assigned truck for pickup plan;2024-05-08 06:18:23
tr49;Pcp213;Assigned truck for pickup plan;2024-05-08 06:18:56
Silo5;tr33;Aranged silo for truck;2024-05-08 06:19:38
Silo5;tr32;Aranged silo for truck;2024-05-08 06:20:22
Silo15;tr6;Aranged silo for truck;2024-05-08 06:22:58
Silo17;tr23;Aranged silo for truck;2024-05-08 06:23:51
tr32;Silo5;Truck determined for continuing pickup at silo;2024-05-08 06:25:13
Silo20;tr26;Aranged silo for truck;2024-05-08 06:26:40
Silo15;tr40;Aranged silo for truck;2024-05-08 06:27:25
tr30;Silo4;Truck determined for continuing pickup at silo;2024-05-08 06:28:16
Silo4;tr15;Aranged silo for truck;2024-05-08 06:28:33
tr26;Silo20;Truck determined for continuing pickup at silo;2024-05-08 06:29:41
Silo5;tr19;Aranged silo for truck;2024-05-08 06:31:12
tr16;Pcp70;Assigned truck for pickup plan;2024-05-08 06:32:04
tr8;Pcp73;Assigned truck for pickup plan;2024-05-08 06:32:07
tr15;Silo4;Truck determined for continuing pickup at silo;2024-05-08 06:32:39
Silo15;tr49;Aranged silo for truck;2024-05-08 06:33:27
tr23;Silo17;Truck determined for continuing pickup at silo;2024-05-08 06:33:59
tr29;Pcp240;Assigned truck for pickup plan;2024-05-08 06:34:09
tr6;Silo15;Truck determined for continuing pickup at silo;2024-05-08 06:34:52
Silo4;tr28;Aranged silo for truck;2024-05-08 06:35:05
Silo5;tr37;Aranged silo for truck;2024-05-08 06:35:41
tr40;Silo15;Truck determined for continuing pickup at silo;2024-05-08 06:35:57
tr49;Silo15;Truck determined for continuing pickup at silo;2024-05-08 06:36:18
tr7;Pcp94;Assigned truck for pickup plan;2024-05-08 06:37:37
tr37;Silo5;Truck determined for continuing pickup at silo;2024-05-08 06:37:48
tr25;Pcp293;Assigned truck for pickup plan;2024-05-08 06:38:30
tr33;Silo5;Truck determined for continuing pickup at silo;2024-05-08 06:39:01
tr9;Pcp451;Assigned truck for pickup plan;2024-05-08 06:40:43
tr4;Pcp219;Dropped truck from pickup plan;2024-05-08 06:42:30
tr24;Pcp70;Assigned truck for pickup plan;2024-05-08 06:44:10
Silo5;tr8;Aranged silo for truck;2024-05-08 06:46:24
tr20;Pcp498;Assigned truck for pickup plan;2024-05-08 06:46:47
tr46;Pcp106;Assigned truck for pickup plan;2024-05-08 06:48:17
tr19;Silo5;Truck determined for continuing pickup at silo;2024-05-08 06:49:25
tr28;Silo4;Truck determined for continuing pickup at silo;2024-05-08 06:52:01
Silo17;tr16;Aranged silo for truck;2024-05-08 06:52:41
tr23;Pcp434;Dropped truck from pickup plan;2024-05-08 06:53:42
Silo17;tr25;Aranged silo for truck;2024-05-08 06:53:53
Silo15;tr29;Aranged silo for truck;2024-05-08 06:55:31
tr27;Pcp94;Assigned truck for pickup plan;2024-05-08 06:55:50
tr17;Pcp248;Assigned truck for pickup plan;2024-05-08 06:55:56
Silo4;tr9;Aranged silo for truck;2024-05-08 06:56:44
tr26;Pcp209;Dropped truck from pickup plan;2024-05-08 07:00:09
tr16;Silo17;Truck determined for continuing pickup at silo;2024-05-08 07:00:21
tr44;Pcp223;Dropped truck from pickup plan;2024-05-08 07:01:48
Silo17;tr24;Aranged silo for truck;2024-05-08 07:02:18
tr31;Pcp208;Assigned truck for pickup plan;2024-05-08 07:02:19
Silo5;tr20;Aranged silo for truck;2024-05-08 07:02:37
Silo15;tr39;Aranged silo for truck;2024-05-08 07:02:39
tr9;Silo4;Truck determined for continuing pickup at silo;2024-05-08 07:02:45
tr8;Silo5;Truck determined for continuing pickup at silo;2024-05-08 07:02:52
Silo4;tr7;Aranged silo for truck;2024-05-08 07:02:59
tr45;Pcp294;Assigned truck for pickup plan;2024-05-08 07:03:28
tr24;Silo17;Truck determined for continuing pickup at silo;2024-05-08 07:04:34
tr29;Silo15;Truck determined for continuing pickup at silo;2024-05-08 07:04:36
tr25;Silo17;Truck determined for continuing pickup at silo;2024-05-08 07:04:38
tr35;Pcp434;Dropped truck from pickup plan;2024-05-08 07:04:47
tr7;Silo4;Truck determined for continuing pickup at silo;2024-05-08 07:05:27
tr20;Silo5;Truck determined for continuing pickup at silo;2024-05-08 07:06:48
tr40;Pcp482;Dropped truck from pickup plan;2024-05-08 07:06:51
Silo5;tr46;Aranged silo for truck;2024-05-08 07:07:58
Pcp131;Cr10;Lodged pickup plan for cargo;2024-05-08 07:08:56
tr18;Pcp452;Assigned truck for pickup plan;2024-05-08 07:09:32
tr30;Pcp497;Dropped truck from pickup plan;2024-05-08 07:10:00
Silo15;tr45;Aranged silo for truck;2024-05-08 07:10:23
Silo17;tr38;Aranged silo for truck;2024-05-08 07:10:51
tr46;Silo5;Truck determined for continuing pickup at silo;2024-05-08 07:11:56
Silo4;tr27;Aranged silo for truck;2024-05-08 07:13:39
tr45;Silo15;Truck determined for continuing pickup at silo;2024-05-08 07:13:49
tr14;Pcp497;Assigned truck for pickup plan;2024-05-08 07:13:56
tr39;Silo15;Truck determined for continuing pickup at silo;2024-05-08 07:14:53
tr49;Pcp213;Dropped truck from pickup plan;2024-05-08 07:16:04
Silo15;tr17;Aranged silo for truck;2024-05-08 07:17:08
tr42;Pcp450;Assigned truck for pickup plan;2024-05-08 07:17:53
tr38;Silo17;Truck determined for continuing pickup at silo;2024-05-08 07:18:10
Silo4;tr31;Aranged silo for truck;2024-05-08 07:21:30
tr27;Silo4;Truck determined for continuing pickup at silo;2024-05-08 07:23:46
tr20;Pcp498;Dropped truck from pickup plan;2024-05-08 07:25:11
tr31;Silo4;Truck determined for continuing pickup at silo;2024-05-08 07:25:37
Silo17;tr18;Aranged silo for truck;2024-05-08 07:26:58
tr43;Pcp99;Dropped truck from pickup plan;2024-05-08 07:28:14
tr29;Pcp240;Dropped truck from pickup plan;2024-05-08 07:28:37
tr46;Pcp106;Dropped truck from pickup plan;2024-05-08 07:28:46
tr18;Silo17;Truck determined for continuing pickup at silo;2024-05-08 07:30:58
tr17;Silo15;Truck determined for continuing pickup at silo;2024-05-08 07:31:13
tr21;Pcp421;Dropped truck from pickup plan;2024-05-08 07:32:23
tr33;Pcp354;Dropped truck from pickup plan;2024-05-08 07:35:03
tr11;Pcp99;Dropped truck from pickup plan;2024-05-08 07:36:15
Silo15;tr42;Aranged silo for truck;2024-05-08 07:37:28
tr27;Pcp94;Dropped truck from pickup plan;2024-05-08 07:43:12
tr42;Silo15;Truck determined for continuing pickup at silo;2024-05-08 07:44:00
tr1;Pcp451;Assigned truck for pickup plan;2024-05-08 07:44:22
tr19;Pcp354;Dropped truck from pickup plan;2024-05-08 07:45:31
tr18;Pcp452;Dropped truck from pickup plan;2024-05-08 07:46:04
Silo4;tr14;Aranged silo for truck;2024-05-08 07:49:45
tr14;Silo4;Truck determined for continuing pickup at silo;2024-05-08 07:53:22
tr15;Pcp208;Dropped truck from pickup plan;2024-05-08 07:54:15
tr39;Pcp248;Dropped truck from pickup plan;2024-05-08 07:55:47
tr7;Pcp94;Dropped truck from pickup plan;2024-05-08 07:56:18
tr31;Pcp208;Dropped truck from pickup plan;2024-05-08 07:57:49
tr37;Pcp38;Dropped truck from pickup plan;2024-05-08 07:58:57
tr45;Pcp294;Dropped truck from pickup plan;2024-05-08 07:59:40
tr42;Pcp450;Dropped truck from pickup plan;2024-05-08 08:01:29
tr24;Pcp70;Dropped truck from pickup plan;2024-05-08 08:02:01
Silo4;tr1;Aranged silo for truck;2024-05-08 08:07:46
tr38;Pcp421;Dropped truck from pickup plan;2024-05-08 08:08:31
tr8;Pcp73;Dropped truck from pickup plan;2024-05-08 08:09:34
tr25;Pcp293;Dropped truck from pickup plan;2024-05-08 08:11:43
tr17;Pcp248;Dropped truck from pickup plan;2024-05-08 08:15:54
tr6;Pcp363;Dropped truck from pickup plan;2024-05-08 08:17:02
tr1;Silo4;Truck determined for continuing pickup at silo;2024-05-08 08:18:41
tr32;Pcp487;Dropped truck from pickup plan;2024-05-08 08:22:03
tr14;Pcp497;Dropped truck from pickup plan;2024-05-08 08:53:23
tr16;Pcp70;Dropped truck from pickup plan;2024-05-08 08:55:31
tr5;Pcp194;Dropped truck from pickup plan;2024-05-08 09:04:08
tr9;Pcp451;Dropped truck from pickup plan;2024-05-08 09:33:31
tr28;Pcp223;Dropped truck from pickup plan;2024-05-08 09:35:53
tr13;Pcp73;Assigned truck for pickup plan;2024-05-08 12:52:01
Silo5;tr13;Aranged silo for truck;2024-05-08 13:00:28
tr13;Silo5;Truck determined for continuing pickup at silo;2024-05-08 13:03:57
tr41;Pcp86;Assigned truck for pickup plan;2024-05-08 13:04:22
tr12;Pcp162;Assigned truck for pickup plan;2024-05-08 13:07:22
tr34;Pcp205;Assigned truck for pickup plan;2024-05-08 13:09:31
tr48;Pcp365;Assigned truck for pickup plan;2024-05-08 13:10:54
tr50;Pcp482;Assigned truck for pickup plan;2024-05-08 13:15:18
Silo1;tr41;Aranged silo for truck;2024-05-08 13:25:41
Silo8;tr12;Aranged silo for truck;2024-05-08 13:26:15
tr2;Pcp495;Assigned truck for pickup plan;2024-05-08 13:27:32
tr12;Silo8;Truck determined for continuing pickup at silo;2024-05-08 13:29:04
tr41;Silo1;Truck determined for continuing pickup at silo;2024-05-08 13:30:09
Silo14;tr48;Aranged silo for truck;2024-05-08 13:30:47
tr48;Silo14;Truck determined for continuing pickup at silo;2024-05-08 13:33:12
Silo14;tr34;Aranged silo for truck;2024-05-08 13:33:25
Silo15;tr50;Aranged silo for truck;2024-05-08 13:33:57
tr3;Pcp104;Assigned truck for pickup plan;2024-05-08 13:41:12
tr50;Silo15;Truck determined for continuing pickup at silo;2024-05-08 13:43:10
tr34;Silo14;Truck determined for continuing pickup at silo;2024-05-08 13:43:15
Silo3;tr2;Aranged silo for truck;2024-05-08 13:45:15
tr2;Silo3;Truck determined for continuing pickup at silo;2024-05-08 13:48:41
tr41;Pcp86;Dropped truck from pickup plan;2024-05-08 13:53:38
Silo1;tr3;Aranged silo for truck;2024-05-08 13:56:38
tr36;Pcp367;Assigned truck for pickup plan;2024-05-08 13:59:16
tr2;Pcp495;Dropped truck from pickup plan;2024-05-08 14:05:52
tr12;Pcp162;Dropped truck from pickup plan;2024-05-08 14:10:54
tr50;Pcp482;Dropped truck from pickup plan;2024-05-08 14:11:50
tr3;Silo1;Truck determined for continuing pickup at silo;2024-05-08 14:14:07
tr22;Pcp113;Assigned truck for pickup plan;2024-05-08 14:17:42
Silo4;tr36;Aranged silo for truck;2024-05-08 14:21:51
tr36;Silo4;Truck determined for continuing pickup at silo;2024-05-08 14:31:01
Silo14;tr22;Aranged silo for truck;2024-05-08 14:36:27
tr47;Pcp124;Assigned truck for pickup plan;2024-05-08 14:44:28
tr22;Silo14;Truck determined for continuing pickup at silo;2024-05-08 14:46:07
Silo5;tr47;Aranged silo for truck;2024-05-08 15:06:42
tr47;Silo5;Truck determined for continuing pickup at silo;2024-05-08 15:11:06
tr13;Pcp73;Dropped truck from pickup plan;2024-05-08 15:15:17
Pcp280;Cr4;Lodged pickup plan for cargo;2024-05-08 15:43:11
tr36;Pcp367;Dropped truck from pickup plan;2024-05-08 15:48:01
tr22;Pcp113;Dropped truck from pickup plan;2024-05-08 15:50:46
Pcp345;Cr10;Lodged pickup plan for cargo;2024-05-08 15:52:10
tr3;Pcp104;Dropped truck from pickup plan;2024-05-08 16:01:22
Pcp25;Cr9;Lodged pickup plan for cargo;2024-05-09 01:21:10
Pcp24;Cr14;Lodged pickup plan for cargo;2024-05-09 02:02:38
Pcp348;Cr3;Lodged pickup plan for cargo;2024-05-09 05:21:09
Pcp310;Cr10;Lodged pickup plan for cargo;2024-05-09 06:12:16
Pcp355;Cr3;Lodged pickup plan for cargo;2024-05-09 17:34:13
tr10;Pcp407;Assigned truck for pickup plan;2024-05-10 05:40:19
Silo19;tr10;Aranged silo for truck;2024-05-10 05:56:04
tr10;Silo19;Truck determined for continuing pickup at silo;2024-05-10 06:00:34
tr10;Pcp407;Dropped truck from pickup plan;2024-05-10 06:35:47
tr4;Pcp428;Assigned truck for pickup plan;2024-05-10 06:43:45
tr23;Pcp389;Assigned truck for pickup plan;2024-05-10 06:55:24
Silo3;tr4;Aranged silo for truck;2024-05-10 06:59:36
tr26;Pcp320;Assigned truck for pickup plan;2024-05-10 07:01:41
tr44;Pcp427;Assigned truck for pickup plan;2024-05-10 07:03:34
Silo12;tr23;Aranged silo for truck;2024-05-10 07:05:31
tr35;Pcp324;Assigned truck for pickup plan;2024-05-10 07:06:27
tr40;Pcp1;Assigned truck for pickup plan;2024-05-10 07:07:42
tr30;Pcp454;Assigned truck for pickup plan;2024-05-10 07:12:51
tr4;Silo3;Truck determined for continuing pickup at silo;2024-05-10 07:13:45
Silo15;tr44;Aranged silo for truck;2024-05-10 07:15:32
Silo12;tr26;Aranged silo for truck;2024-05-10 07:17:49
tr49;Pcp330;Assigned truck for pickup plan;2024-05-10 07:18:38
tr23;Silo12;Truck determined for continuing pickup at silo;2024-05-10 07:18:43
Silo1;tr40;Aranged silo for truck;2024-05-10 07:22:45
tr44;Silo15;Truck determined for continuing pickup at silo;2024-05-10 07:26:35
tr20;Pcp171;Assigned truck for pickup plan;2024-05-10 07:26:38
tr43;Pcp472;Assigned truck for pickup plan;2024-05-10 07:29:18
tr46;Pcp309;Assigned truck for pickup plan;2024-05-10 07:29:32
tr26;Silo12;Truck determined for continuing pickup at silo;2024-05-10 07:31:10
tr29;Pcp113;Assigned truck for pickup plan;2024-05-10 07:31:14
tr40;Silo1;Truck determined for continuing pickup at silo;2024-05-10 07:31:36
Silo17;tr35;Aranged silo for truck;2024-05-10 07:32:36
tr21;Pcp63;Assigned truck for pickup plan;2024-05-10 07:33:04
tr33;Pcp360;Assigned truck for pickup plan;2024-05-10 07:36:16
tr11;Pcp479;Assigned truck for pickup plan;2024-05-10 07:37:24
Silo14;tr30;Aranged silo for truck;2024-05-10 07:39:44
Silo9;tr49;Aranged silo for truck;2024-05-10 07:40:27
tr27;Pcp336;Assigned truck for pickup plan;2024-05-10 07:44:08
tr35;Silo17;Truck determined for continuing pickup at silo;2024-05-10 07:44:59
tr49;Silo9;Truck determined for continuing pickup at silo;2024-05-10 07:45:41
tr19;Pcp20;Assigned truck for pickup plan;2024-05-10 07:46:47
tr18;Pcp207;Assigned truck for pickup plan;2024-05-10 07:47:31
Silo18;tr21;Aranged silo for truck;2024-05-10 07:47:41
Silo14;tr46;Aranged silo for truck;2024-05-10 07:48:08
Silo6;tr20;Aranged silo for truck;2024-05-10 07:52:25
Silo1;tr11;Aranged silo for truck;2024-05-10 07:53:45
Silo14;tr29;Aranged silo for truck;2024-05-10 07:53:51
Silo14;tr33;Aranged silo for truck;2024-05-10 07:54:16
tr20;Silo6;Truck determined for continuing pickup at silo;2024-05-10 07:55:09
tr30;Silo14;Truck determined for continuing pickup at silo;2024-05-10 07:55:15
tr21;Silo18;Truck determined for continuing pickup at silo;2024-05-10 07:55:18
tr33;Silo14;Truck determined for continuing pickup at silo;2024-05-10 07:56:20
Silo4;tr27;Aranged silo for truck;2024-05-10 07:56:36
tr15;Pcp96;Assigned truck for pickup plan;2024-05-10 07:56:45
Silo9;tr19;Aranged silo for truck;2024-05-10 07:57:00
tr39;Pcp362;Assigned truck for pickup plan;2024-05-10 07:57:06
tr7;Pcp168;Assigned truck for pickup plan;2024-05-10 07:59:17
tr37;Pcp253;Assigned truck for pickup plan;2024-05-10 08:00:24
tr31;Pcp484;Assigned truck for pickup plan;2024-05-10 08:00:33
tr45;Pcp102;Assigned truck for pickup plan;2024-05-10 08:00:45
tr42;Pcp23;Assigned truck for pickup plan;2024-05-10 08:02:32
tr35;Pcp324;Dropped truck from pickup plan;2024-05-10 08:02:36
tr24;Pcp249;Assigned truck for pickup plan;2024-05-10 08:02:40
tr29;Silo14;Truck determined for continuing pickup at silo;2024-05-10 08:03:03
tr11;Silo1;Truck determined for continuing pickup at silo;2024-05-10 08:05:01
Silo12;tr43;Aranged silo for truck;2024-05-10 08:05:34
tr27;Silo4;Truck determined for continuing pickup at silo;2024-05-10 08:06:20
tr46;Silo14;Truck determined for continuing pickup at silo;2024-05-10 08:07:19
Silo9;tr18;Aranged silo for truck;2024-05-10 08:08:22
tr19;Silo9;Truck determined for continuing pickup at silo;2024-05-10 08:08:23
tr38;Pcp86;Assigned truck for pickup plan;2024-05-10 08:10:51
Silo12;tr31;Aranged silo for truck;2024-05-10 08:12:33
tr25;Pcp407;Assigned truck for pickup plan;2024-05-10 08:13:15
tr8;Pcp221;Assigned truck for pickup plan;2024-05-10 08:14:28
Silo9;tr39;Aranged silo for truck;2024-05-10 08:15:01
tr20;Pcp171;Dropped truck from pickup plan;2024-05-10 08:15:33
tr43;Silo12;Truck determined for continuing pickup at silo;2024-05-10 08:15:53
tr17;Pcp305;Assigned truck for pickup plan;2024-05-10 08:17:19
tr6;Pcp336;Assigned truck for pickup plan;2024-05-10 08:18:43
Silo13;tr45;Aranged silo for truck;2024-05-10 08:18:54
tr39;Silo9;Truck determined for continuing pickup at silo;2024-05-10 08:20:37
tr1;Pcp207;Assigned truck for pickup plan;2024-05-10 08:20:49
Silo13;tr37;Aranged silo for truck;2024-05-10 08:21:12
Silo20;tr24;Aranged silo for truck;2024-05-10 08:21:18
Silo15;tr7;Aranged silo for truck;2024-05-10 08:21:34
tr31;Silo12;Truck determined for continuing pickup at silo;2024-05-10 08:21:59
tr18;Silo9;Truck determined for continuing pickup at silo;2024-05-10 08:22:13
tr32;Pcp64;Assigned truck for pickup plan;2024-05-10 08:22:41
Silo1;tr38;Aranged silo for truck;2024-05-10 08:22:42
tr7;Silo15;Truck determined for continuing pickup at silo;2024-05-10 08:23:43
Silo12;tr15;Aranged silo for truck;2024-05-10 08:25:26
tr30;Pcp454;Dropped truck from pickup plan;2024-05-10 08:27:42
Silo19;tr25;Aranged silo for truck;2024-05-10 08:27:45
tr37;Silo13;Truck determined for continuing pickup at silo;2024-05-10 08:28:33
tr21;Pcp63;Dropped truck from pickup plan;2024-05-10 08:28:58
tr44;Pcp427;Dropped truck from pickup plan;2024-05-10 08:29:47
tr38;Silo1;Truck determined for continuing pickup at silo;2024-05-10 08:32:11
tr25;Silo19;Truck determined for continuing pickup at silo;2024-05-10 08:32:28
tr11;Pcp479;Dropped truck from pickup plan;2024-05-10 08:33:43
tr45;Silo13;Truck determined for continuing pickup at silo;2024-05-10 08:35:36
Silo4;tr6;Aranged silo for truck;2024-05-10 08:37:13
Silo14;tr8;Aranged silo for truck;2024-05-10 08:38:37
tr24;Silo20;Truck determined for continuing pickup at silo;2024-05-10 08:39:01
Silo1;tr42;Aranged silo for truck;2024-05-10 08:40:26
tr49;Pcp330;Dropped truck from pickup plan;2024-05-10 08:41:24
Silo16;tr17;Aranged silo for truck;2024-05-10 08:41:30
tr33;Pcp360;Dropped truck from pickup plan;2024-05-10 08:41:49
Silo20;tr32;Aranged silo for truck;2024-05-10 08:43:25
tr42;Silo1;Truck determined for continuing pickup at silo;2024-05-10 08:43:39
tr15;Silo12;Truck determined for continuing pickup at silo;2024-05-10 08:45:15
tr8;Silo14;Truck determined for continuing pickup at silo;2024-05-10 08:47:01
Silo9;tr1;Aranged silo for truck;2024-05-10 08:48:09
tr25;Pcp407;Dropped truck from pickup plan;2024-05-10 08:50:41
tr1;Silo9;Truck determined for continuing pickup at silo;2024-05-10 08:51:28
